Image Pat,Time frame,IMU PITCH,GPS,
data/ 42733.jpg,1448058.25,3.08242,-6.12648,4.17576
data/ 42734.jpg,1448091.58,3.086264,-6.12648,4.17576
data/ 42735.jpg,1448124.91,3.095026,-6.12648,4.17576
data/ 42736.jpg,1448158.24,3.093213,-6.12648,4.17576
data/ 42737.jpg,1448191.58,3.098601,-6.12648,4.17576
data/ 42738.jpg,1448224.91,3.099887,-6.12648,4.17576
data/ 42739.jpg,1448258.24,3.100596,-6.12648,4.17576
data/ 42740.jpg,1448291.58,3.097746,-6.12648,4.17576
data/ 42741.jpg,1448324.91,3.092606,-6.12648,4.17576
data/ 42742.jpg,1448358.24,3.08692,-6.12648,4.17576
data/ 42743.jpg,1448391.58,3.085564,-6.12648,4.17576
data/ 42744.jpg,1448424.9,3.088336,-6.12648,4.17576
data/ 42745.jpg,1448458.23,3.083273,-6.12648,4.17576
data/ 42746.jpg,1448491.57,3.084784,-6.12648,4.17576
data/ 42747.jpg,1448524.9,3.082757,-6.12648,4.17576
data/ 42748.jpg,1448558.23,3.085133,-6.12648,4.17576
data/ 42749.jpg,1448591.57,3.074942,-6.12648,4.17576
data/ 42750.jpg,1448624.9,3.0746,-6.12648,4.17576
data/ 42751.jpg,1448658.23,3.064467,-6.12648,4.17576
data/ 42752.jpg,1448691.57,3.067813,-6.12648,4.17576
data/ 42753.jpg,1448724.9,3.067582,-6.12648,4.17576
data/ 42754.jpg,1448758.22,3.062612,-6.12648,4.17576
data/ 42755.jpg,1448791.56,3.056459,-6.12648,4.17576
data/ 42756.jpg,1448824.89,3.051576,-6.12648,4.17576
data/ 42757.jpg,1448858.22,3.051161,-6.12648,4.17576
data/ 42758.jpg,1448891.56,3.054165,-6.12648,4.17576
data/ 42759.jpg,1448924.89,3.046601,-6.12648,4.17576
data/ 42760.jpg,1448958.22,3.049586,-6.12648,4.17576
data/ 42761.jpg,1448991.56,3.042673,-6.12648,4.17576
data/ 42762.jpg,1449024.89,3.04028,-6.12648,4.17576
data/ 42763.jpg,1449058.22,3.042048,-6.12648,4.17576
data/ 42764.jpg,1449091.55,3.041431,-6.12648,4.17576
data/ 42765.jpg,1449124.88,3.043146,-6.12648,4.17576
data/ 42766.jpg,1449158.21,3.032427,-6.12648,4.17576
data/ 42767.jpg,1449191.55,3.030396,-6.12648,4.17576
data/ 42768.jpg,1449224.88,3.028445,-6.12648,4.17576
data/ 42769.jpg,1449258.21,3.036814,-6.12648,4.17576
data/ 42770.jpg,1449291.55,3.040348,-6.12648,4.17576
data/ 42771.jpg,1449324.88,3.052487,-6.12648,4.17576
data/ 42772.jpg,1449358.21,3.045532,-6.12648,4.17576
data/ 42773.jpg,1449391.55,3.04306,-6.12648,4.17576
data/ 42774.jpg,1449424.87,3.050898,-6.12648,4.17576
data/ 42775.jpg,1449458.2,3.054875,-6.12648,4.17576
data/ 42776.jpg,1449491.54,3.059149,-6.12648,4.17576
data/ 42777.jpg,1449524.87,3.063529,-6.12648,4.17576
data/ 42778.jpg,1449558.2,3.073222,-6.12648,4.17576
data/ 42779.jpg,1449591.54,3.072895,-6.12648,4.17576
data/ 42780.jpg,1449624.87,3.068143,-6.12648,4.17576
data/ 42781.jpg,1449658.2,3.065928,-6.12648,4.17576
data/ 42782.jpg,1449691.54,3.080473,-6.12648,4.17576
data/ 42783.jpg,1449724.87,3.084928,-6.12648,4.17576
data/ 42784.jpg,1449758.19,3.090387,-6.12648,4.17576
data/ 42785.jpg,1449791.53,3.089165,-6.12648,4.17576
data/ 42786.jpg,1449824.86,3.090722,-6.12648,4.17576
data/ 42787.jpg,1449858.19,3.093059,-6.12648,4.17576
data/ 42788.jpg,1449891.53,3.091192,-6.12648,4.17576
data/ 42789.jpg,1449924.86,3.080758,-6.12648,4.17576
data/ 42790.jpg,1449958.19,3.072538,-6.12648,4.17576
data/ 42791.jpg,1449991.53,3.065612,-6.12648,4.17576
data/ 42792.jpg,1450024.86,3.065101,-6.12648,4.17576
data/ 42793.jpg,1450058.19,3.07319,-6.12648,4.17576
data/ 42794.jpg,1450091.52,3.078054,-6.12648,4.17576
data/ 42795.jpg,1450124.85,3.069951,-6.12648,4.17576
data/ 42796.jpg,1450158.18,3.076371,-6.12648,4.17576
data/ 42797.jpg,1450191.52,3.071335,-6.12648,4.17576
data/ 42798.jpg,1450224.85,3.069689,-6.12648,4.17576
data/ 42799.jpg,1450258.18,3.07693,-6.12648,4.17576
data/ 42800.jpg,1450291.52,3.077753,-6.12648,4.17576
data/ 42801.jpg,1450324.85,3.071851,-6.12648,4.17576
data/ 42802.jpg,1450358.18,3.059555,-6.12648,4.17576
data/ 42803.jpg,1450391.52,3.045352,-6.12648,4.17576
data/ 42804.jpg,1450424.84,3.049432,-6.12648,4.17576
data/ 42805.jpg,1450458.17,3.047586,-6.12648,4.17576
data/ 42806.jpg,1450491.51,3.05853,-6.12648,4.17576
data/ 42807.jpg,1450524.84,3.062225,-6.12648,4.17576
data/ 42808.jpg,1450558.17,3.071899,-6.12648,4.17576
data/ 42809.jpg,1450591.51,3.071239,-6.12648,4.17576
data/ 42810.jpg,1450624.84,3.073067,-6.12648,4.17576
data/ 42811.jpg,1450658.17,3.071207,-6.12648,4.17576
data/ 42812.jpg,1450691.51,3.084373,-6.12648,4.17576
data/ 42813.jpg,1450724.84,3.08128,-6.12648,4.17576
data/ 42814.jpg,1450758.16,3.077093,-6.12648,4.17576
data/ 42815.jpg,1450791.5,3.056604,-6.12648,4.17576
data/ 42816.jpg,1450824.83,3.048776,-6.12648,4.17576
data/ 42817.jpg,1450858.16,3.047005,-6.12648,4.17576
data/ 42818.jpg,1450891.5,3.063845,-6.12648,4.17576
data/ 42819.jpg,1450924.83,3.066803,-6.12648,4.17576
data/ 42820.jpg,1450958.16,3.068323,-6.12648,4.17576
data/ 42821.jpg,1450991.5,3.063129,-6.12648,4.17576
data/ 42822.jpg,1451024.83,3.063429,-6.12648,4.17576
data/ 42823.jpg,1451058.16,3.07004,-6.12648,4.17576
data/ 42824.jpg,1451091.49,3.064809,-6.12648,4.17576
data/ 42825.jpg,1451124.82,3.064749,-6.12648,4.17576
data/ 42826.jpg,1451158.15,3.059489,-6.12648,4.17576
data/ 42827.jpg,1451191.49,3.058234,-6.12648,4.17576
data/ 42828.jpg,1451224.82,3.059498,-6.12648,4.17576
data/ 42829.jpg,1451258.15,3.051755,-6.12648,4.17576
data/ 42830.jpg,1451291.49,3.059536,-6.12648,4.17576
data/ 42831.jpg,1451324.82,3.070125,-6.12648,4.17576
data/ 42832.jpg,1451358.15,3.075532,-6.12648,4.17576
data/ 42833.jpg,1451391.49,3.065205,-6.12648,4.17576
data/ 42834.jpg,1451424.81,3.068659,-6.12648,4.17576
data/ 42835.jpg,1451458.14,3.065905,-6.12648,4.17576
data/ 42836.jpg,1451491.48,3.060827,-6.12648,4.17576
data/ 42837.jpg,1451524.81,3.052093,-6.12648,4.17576
data/ 42838.jpg,1451558.14,3.053477,-6.12648,4.17576
data/ 42839.jpg,1451591.48,3.060241,-6.12648,4.17576
data/ 42840.jpg,1451624.81,3.064415,-6.12648,4.17576
data/ 42841.jpg,1451658.14,3.056203,-6.12648,4.17576
data/ 42842.jpg,1451691.48,3.05742,-6.12648,4.17576
data/ 42843.jpg,1451724.81,3.059809,-6.12648,4.17576
data/ 42844.jpg,1451758.13,3.061762,-6.12648,4.17576
data/ 42845.jpg,1451791.47,3.070792,-6.12648,4.17576
data/ 42846.jpg,1451824.8,3.084682,-6.12648,4.17576
data/ 42847.jpg,1451858.13,3.078855,-6.12648,4.17576
data/ 42848.jpg,1451891.47,3.08834,-6.12648,4.17576
data/ 42849.jpg,1451924.8,3.088818,-6.12648,4.17576
data/ 42850.jpg,1451958.13,3.086221,-6.12648,4.17576
data/ 42851.jpg,1451991.47,3.087203,-6.12648,4.17576
data/ 42852.jpg,1452024.8,3.08954,-6.12648,4.17576
data/ 42853.jpg,1452058.13,3.07882,-6.12648,4.17576
data/ 42854.jpg,1452091.46,3.087897,-6.12648,4.17576
data/ 42855.jpg,1452124.79,3.096966,-6.12648,4.17576
data/ 42856.jpg,1452158.12,3.10264,-6.12648,4.17576
data/ 42857.jpg,1452191.46,3.099021,-6.12648,4.17576
data/ 42858.jpg,1452224.79,3.0915,-6.12648,4.17576
data/ 42859.jpg,1452258.12,3.092766,-6.12648,4.17576
data/ 42860.jpg,1452291.46,3.081166,-6.12648,4.17576
data/ 42861.jpg,1452324.79,3.076699,-6.12648,4.17576
data/ 42862.jpg,1452358.12,3.077173,-6.12648,4.17576
data/ 42863.jpg,1452391.46,3.076537,-6.12648,4.17576
data/ 42864.jpg,1452424.78,3.076923,-6.12648,4.17576
data/ 42865.jpg,1452458.11,3.07944,-6.12648,4.17576
data/ 42866.jpg,1452491.45,3.080316,-6.15696,4.14528
data/ 42867.jpg,1452524.78,3.076799,-6.15696,4.14528
data/ 42868.jpg,1452558.11,3.092859,-6.15696,4.14528
data/ 42869.jpg,1452591.45,3.098164,-6.15696,4.14528
data/ 42870.jpg,1452624.78,3.097676,-6.15696,4.14528
data/ 42871.jpg,1452658.11,3.095664,-6.15696,4.14528
data/ 42872.jpg,1452691.45,3.0972,-6.15696,4.14528
data/ 42873.jpg,1452724.78,3.100816,-6.15696,4.14528
data/ 42874.jpg,1452758.1,3.102522,-6.15696,4.14528
data/ 42875.jpg,1452791.44,3.101504,-6.15696,4.14528
data/ 42876.jpg,1452824.77,3.11048,-6.15696,4.14528
data/ 42877.jpg,1452858.1,3.111455,-6.15696,4.14528
data/ 42878.jpg,1452891.44,3.108172,-6.15696,4.14528
data/ 42879.jpg,1452924.77,3.10712,-6.15696,4.14528
data/ 42880.jpg,1452958.1,3.110114,-6.15696,4.14528
data/ 42881.jpg,1452991.44,3.101919,-6.15696,4.14528
data/ 42882.jpg,1453024.77,3.103048,-6.15696,4.14528
data/ 42883.jpg,1453058.1,3.102263,-6.15696,4.14528
data/ 42884.jpg,1453091.43,3.099662,-6.15696,4.14528
data/ 42885.jpg,1453124.76,3.095736,-6.15696,4.14528
data/ 42886.jpg,1453158.09,3.094298,-6.15696,4.14528
data/ 42887.jpg,1453191.43,3.094088,-6.15696,4.14528
data/ 42888.jpg,1453224.76,3.09568,-6.15696,4.14528
data/ 42889.jpg,1453258.09,3.08787,-6.15696,4.14528
data/ 42890.jpg,1453291.43,3.080782,-6.15696,4.14528
data/ 42891.jpg,1453324.76,3.089522,-6.15696,4.14528
data/ 42892.jpg,1453358.09,3.101778,-6.15696,4.14528
data/ 42893.jpg,1453391.43,3.103207,-6.15696,4.14528
data/ 42894.jpg,1453424.75,3.10958,-6.15696,4.14528
data/ 42895.jpg,1453458.08,3.108508,-6.15696,4.14528
data/ 42896.jpg,1453491.42,3.107328,-6.15696,4.14528
data/ 42897.jpg,1453524.75,3.1084,-6.15696,4.14528
data/ 42898.jpg,1453558.08,3.109803,-6.15696,4.14528
data/ 42899.jpg,1453591.42,3.106212,-6.15696,4.14528
data/ 42900.jpg,1453624.75,3.10608,-6.15696,4.14528
data/ 42901.jpg,1453658.08,3.111999,-6.15696,4.14528
data/ 42902.jpg,1453691.42,3.11421,-6.15696,4.14528
data/ 42903.jpg,1453724.75,3.11845,-6.15696,4.14528
data/ 42904.jpg,1453758.07,3.118253,-6.15696,4.14528
data/ 42905.jpg,1453791.41,3.114377,-6.15696,4.14528
data/ 42906.jpg,1453824.74,3.098187,-6.15696,4.14528
data/ 42907.jpg,1453858.07,3.099356,-6.15696,4.14528
data/ 42908.jpg,1453891.41,3.096341,-6.15696,4.14528
data/ 42909.jpg,1453924.74,3.098379,-6.15696,4.14528
data/ 42910.jpg,1453958.07,3.095308,-6.15696,4.14528
data/ 42911.jpg,1453991.41,3.085768,-6.15696,4.14528
data/ 42912.jpg,1454024.74,3.100609,-6.15696,4.14528
data/ 42913.jpg,1454058.07,3.10409,-6.15696,4.14528
data/ 42914.jpg,1454091.4,3.109452,-6.15696,4.14528
data/ 42915.jpg,1454124.73,3.095759,-6.15696,4.14528
data/ 42916.jpg,1454158.06,3.095474,-6.15696,4.14528
data/ 42917.jpg,1454191.4,3.091671,-6.15696,4.14528
data/ 42918.jpg,1454224.73,3.090013,-6.15696,4.14528
data/ 42919.jpg,1454258.06,3.092941,-6.15696,4.14528
data/ 42920.jpg,1454291.4,3.087946,-6.15696,4.14528
data/ 42921.jpg,1454324.73,3.083125,-6.15696,4.14528
data/ 42922.jpg,1454358.06,3.079564,-6.15696,4.14528
data/ 42923.jpg,1454391.4,3.087699,-6.15696,4.14528
data/ 42924.jpg,1454424.72,3.083161,-6.12648,4.17576
data/ 42925.jpg,1454458.05,3.085846,-6.12648,4.17576
data/ 42926.jpg,1454491.39,3.082783,-6.12648,4.17576
data/ 42927.jpg,1454524.72,3.071967,-6.12648,4.17576
data/ 42928.jpg,1454558.05,3.074484,-6.12648,4.17576
data/ 42929.jpg,1454591.39,3.075417,-6.12648,4.17576
data/ 42930.jpg,1454624.72,3.064584,-6.12648,4.17576
data/ 42931.jpg,1454658.05,3.071493,-6.12648,4.17576
data/ 42932.jpg,1454691.39,3.077563,-6.12648,4.17576
data/ 42933.jpg,1454724.72,3.07728,-6.12648,4.17576
data/ 42934.jpg,1454758.04,3.067944,-6.12648,4.17576
data/ 42935.jpg,1454791.38,3.06841,-6.12648,4.17576
data/ 42936.jpg,1454824.71,3.067891,-6.12648,4.17576
data/ 42937.jpg,1454858.04,3.060722,-6.12648,4.17576
data/ 42938.jpg,1454891.38,3.069232,-6.12648,4.17576
data/ 42939.jpg,1454924.71,3.079552,-6.12648,4.17576
data/ 42940.jpg,1454958.04,3.079666,-6.12648,4.17576
data/ 42941.jpg,1454991.38,3.072001,-6.12648,4.17576
data/ 42942.jpg,1455024.71,3.074975,-6.12648,4.17576
data/ 42943.jpg,1455058.04,3.074759,-6.12648,4.17576
data/ 42944.jpg,1455091.37,3.06871,-6.12648,4.17576
data/ 42945.jpg,1455124.7,3.08664,-6.12648,4.17576
data/ 42946.jpg,1455158.03,3.086332,-6.12648,4.17576
data/ 42947.jpg,1455191.37,3.081726,-6.12648,4.17576
data/ 42948.jpg,1455224.7,3.082469,-6.12648,4.17576
data/ 42949.jpg,1455258.03,3.09785,-6.12648,4.17576
data/ 42950.jpg,1455291.37,3.098795,-6.12648,4.17576
data/ 42951.jpg,1455324.7,3.102737,-6.12648,4.17576
data/ 42952.jpg,1455358.03,3.101224,-6.12648,4.17576
data/ 42953.jpg,1455391.37,3.102025,-6.12648,4.17576
data/ 42954.jpg,1455424.69,3.116741,-6.12648,4.17576
data/ 42955.jpg,1455458.02,3.108276,-6.12648,4.17576
data/ 42956.jpg,1455491.36,3.121509,-6.12648,4.17576
data/ 42957.jpg,1455524.69,3.122087,-6.12648,4.17576
data/ 42958.jpg,1455558.02,3.113923,-6.12648,4.17576
data/ 42959.jpg,1455591.36,3.122064,-6.12648,4.17576
data/ 42960.jpg,1455624.69,3.121668,-6.12648,4.17576
data/ 42961.jpg,1455658.02,3.111174,-6.12648,4.17576
data/ 42962.jpg,1455691.36,3.098869,-6.12648,4.17576
data/ 42963.jpg,1455724.69,3.107903,-6.12648,4.17576
data/ 42964.jpg,1455758.01,3.088341,-6.12648,4.17576
data/ 42965.jpg,1455791.35,3.074998,-6.12648,4.17576
data/ 42966.jpg,1455824.68,3.088234,-6.12648,4.17576
data/ 42967.jpg,1455858.01,3.088285,-6.12648,4.17576
data/ 42968.jpg,1455891.35,3.080348,-6.12648,4.17576
data/ 42969.jpg,1455924.68,3.077883,-6.12648,4.17576
data/ 42970.jpg,1455958.01,3.079469,-6.12648,4.17576
data/ 42971.jpg,1455991.35,3.081619,-6.12648,4.17576
data/ 42972.jpg,1456024.68,3.092932,-6.12648,4.17576
data/ 42973.jpg,1456058.01,3.092204,-6.12648,4.17576
data/ 42974.jpg,1456091.34,3.091088,-6.12648,4.17576
data/ 42975.jpg,1456124.67,3.093899,-6.12648,4.17576
data/ 42976.jpg,1456158,3.093352,-6.12648,4.17576
data/ 42977.jpg,1456191.34,3.091362,-6.12648,4.17576
data/ 42978.jpg,1456224.67,3.094888,-6.12648,4.17576
data/ 42979.jpg,1456258,3.09896,-6.12648,4.17576
data/ 42980.jpg,1456291.34,3.093477,-6.12648,4.17576
data/ 42981.jpg,1456324.67,3.083062,-6.12648,4.17576
data/ 42982.jpg,1456358,3.084082,-6.12648,4.17576
data/ 42983.jpg,1456391.34,3.097505,-6.12648,4.17576
data/ 42984.jpg,1456424.66,3.106143,-6.12648,4.17576
data/ 42985.jpg,1456457.99,3.099104,-6.12648,4.17576
data/ 42986.jpg,1456491.33,3.090789,-6.12648,4.17576
data/ 42987.jpg,1456524.66,3.082597,-6.12648,4.17576
data/ 42988.jpg,1456557.99,3.085613,-6.12648,4.17576
data/ 42989.jpg,1456591.33,3.087987,-6.12648,4.17576
data/ 42990.jpg,1456624.66,3.091128,-6.12648,4.17576
data/ 42991.jpg,1456657.99,3.100999,-6.12648,4.17576
data/ 42992.jpg,1456691.33,3.102642,-6.12648,4.17576
data/ 42993.jpg,1456724.66,3.104773,-6.12648,4.17576
data/ 42994.jpg,1456757.98,3.104392,-6.12648,4.17576
data/ 42995.jpg,1456791.32,3.094398,-6.12648,4.17576
data/ 42996.jpg,1456824.65,3.090903,-6.12648,4.17576
data/ 42997.jpg,1456857.98,3.076494,-6.12648,4.17576
data/ 42998.jpg,1456891.32,3.071395,-6.12648,4.17576
data/ 42999.jpg,1456924.65,3.072528,-6.12648,4.17576
data/ 43000.jpg,1456957.98,3.079111,-6.12648,4.17576
data/ 43001.jpg,1456991.32,3.084828,-6.12648,4.17576
data/ 43002.jpg,1457024.65,3.083509,-6.12648,4.17576
data/ 43003.jpg,1457057.98,3.091446,-6.12648,4.17576
data/ 43004.jpg,1457091.31,3.099854,-6.12648,4.17576
data/ 43005.jpg,1457124.64,3.102168,-6.12648,4.17576
data/ 43006.jpg,1457157.97,3.103894,-6.12648,4.17576
data/ 43007.jpg,1457191.31,3.103794,-6.12648,4.17576
data/ 43008.jpg,1457224.64,3.105909,-6.12648,4.17576
data/ 43009.jpg,1457257.97,3.106787,-6.12648,4.17576
data/ 43010.jpg,1457291.31,3.103214,-6.12648,4.17576
data/ 43011.jpg,1457324.64,3.098097,-6.12648,4.17576
data/ 43012.jpg,1457357.97,3.114903,-6.12648,4.17576
data/ 43013.jpg,1457391.31,3.115098,-6.12648,4.17576
data/ 43014.jpg,1457424.63,3.11723,-6.12648,4.17576
data/ 43015.jpg,1457457.96,3.109084,-6.12648,4.17576
data/ 43016.jpg,1457491.3,3.109441,-6.12648,4.17576
data/ 43017.jpg,1457524.63,3.099402,-6.12648,4.17576
data/ 43018.jpg,1457557.96,3.101476,-6.12648,4.17576
data/ 43019.jpg,1457591.3,3.087977,-6.12648,4.17576
data/ 43020.jpg,1457624.63,3.099301,-6.12648,4.17576
data/ 43021.jpg,1457657.96,3.088805,-6.12648,4.17576
data/ 43022.jpg,1457691.3,3.09007,-6.12648,4.17576
data/ 43023.jpg,1457724.63,3.101844,-6.12648,4.17576
data/ 43024.jpg,1457757.95,3.106018,-6.12648,4.17576
data/ 43025.jpg,1457791.29,3.10182,-6.12648,4.17576
data/ 43026.jpg,1457824.62,3.10738,-6.12648,4.17576
data/ 43027.jpg,1457857.95,3.097734,-6.12648,4.17576
data/ 43028.jpg,1457891.29,3.116956,-6.12648,4.17576
data/ 43029.jpg,1457924.62,3.121447,-6.12648,4.17576
data/ 43030.jpg,1457957.95,3.125139,-6.12648,4.17576
data/ 43031.jpg,1457991.29,3.115766,-6.12648,4.17576
data/ 43032.jpg,1458024.62,3.132616,-6.12648,4.17576
data/ 43033.jpg,1458057.95,3.135865,-6.12648,4.17576
data/ 43034.jpg,1458091.28,3.132618,-6.12648,4.17576
data/ 43035.jpg,1458124.61,3.135701,-6.12648,4.17576
data/ 43036.jpg,1458157.94,3.143656,-6.12648,4.17576
data/ 43037.jpg,1458191.28,3.140974,-6.12648,4.17576
data/ 43038.jpg,1458224.61,3.140084,-6.12648,4.17576
data/ 43039.jpg,1458257.94,3.131588,-6.12648,4.17576
data/ 43040.jpg,1458291.28,3.141957,-6.12648,4.17576
data/ 43041.jpg,1458324.61,3.126826,-6.12648,4.17576
data/ 43042.jpg,1458357.94,3.126763,-6.12648,4.17576
data/ 43043.jpg,1458391.28,3.129851,-6.12648,4.17576
data/ 43044.jpg,1458424.6,3.136844,-6.12648,4.17576
data/ 43045.jpg,1458457.93,3.132995,-6.12648,4.17576
data/ 43046.jpg,1458491.27,3.143673,-6.12648,4.17576
data/ 43047.jpg,1458524.6,3.162529,-6.12648,4.17576
data/ 43048.jpg,1458557.93,3.158998,-6.12648,4.17576
data/ 43049.jpg,1458591.27,3.158737,-6.12648,4.17576
data/ 43050.jpg,1458624.6,3.153477,-6.12648,4.17576
data/ 43051.jpg,1458657.93,3.155056,-6.12648,4.17576
data/ 43052.jpg,1458691.27,3.156484,-6.12648,4.17576
data/ 43053.jpg,1458724.6,3.15159,-6.15696,4.14528
data/ 43054.jpg,1458757.92,3.138094,-6.15696,4.14528
data/ 43055.jpg,1458791.26,3.136951,-6.15696,4.14528
data/ 43056.jpg,1458824.59,3.138693,-6.15696,4.14528
data/ 43057.jpg,1458857.92,3.132739,-6.15696,4.14528
data/ 43058.jpg,1458891.26,3.123942,-6.15696,4.14528
data/ 43059.jpg,1458924.59,3.124764,-6.15696,4.14528
data/ 43060.jpg,1458957.92,3.133352,-6.15696,4.14528
data/ 43061.jpg,1458991.26,3.13915,-6.15696,4.14528
data/ 43062.jpg,1459024.59,3.128568,-6.15696,4.14528
data/ 43063.jpg,1459057.92,3.130699,-6.15696,4.14528
data/ 43064.jpg,1459091.25,3.128466,-6.15696,4.14528
data/ 43065.jpg,1459124.58,3.128598,-6.15696,4.14528
data/ 43066.jpg,1459157.91,3.126298,-6.15696,4.14528
data/ 43067.jpg,1459191.25,3.125933,-6.15696,4.14528
data/ 43068.jpg,1459224.58,3.122644,-6.15696,4.14528
data/ 43069.jpg,1459257.91,3.119152,-6.15696,4.14528
data/ 43070.jpg,1459291.25,3.122226,-6.15696,4.14528
data/ 43071.jpg,1459324.58,3.125259,-6.15696,4.14528
data/ 43072.jpg,1459357.91,3.137084,-6.15696,4.14528
data/ 43073.jpg,1459391.25,3.134687,-6.15696,4.14528
data/ 43074.jpg,1459424.57,3.142145,-6.15696,4.14528
data/ 43075.jpg,1459457.9,3.136467,-6.15696,4.14528
data/ 43076.jpg,1459491.24,3.131948,-6.15696,4.14528
data/ 43077.jpg,1459524.57,3.121895,-6.15696,4.14528
data/ 43078.jpg,1459557.9,3.133768,-6.15696,4.14528
data/ 43079.jpg,1459591.24,3.131738,-6.15696,4.14528
data/ 43080.jpg,1459624.57,3.130272,-6.15696,4.14528
data/ 43081.jpg,1459657.9,3.144233,-6.15696,4.14528
data/ 43082.jpg,1459691.24,3.148865,-6.15696,4.14528
data/ 43083.jpg,1459724.57,3.148497,-6.15696,4.14528
data/ 43084.jpg,1459757.89,3.145795,-6.15696,4.14528
data/ 43085.jpg,1459791.23,3.156431,-6.15696,4.14528
data/ 43086.jpg,1459824.56,3.160088,-6.15696,4.14528
data/ 43087.jpg,1459857.89,3.162044,-6.15696,4.14528
data/ 43088.jpg,1459891.23,3.168707,-6.15696,4.14528
data/ 43089.jpg,1459924.56,3.160589,-6.15696,4.14528
data/ 43090.jpg,1459957.89,3.15291,-6.15696,4.14528
data/ 43091.jpg,1459991.23,3.156124,-6.15696,4.14528
data/ 43092.jpg,1460024.56,3.159834,-6.15696,4.14528
data/ 43093.jpg,1460057.89,3.154303,-6.15696,4.14528
data/ 43094.jpg,1460091.22,3.145036,-6.15696,4.14528
data/ 43095.jpg,1460124.55,3.138132,-6.15696,4.14528
data/ 43096.jpg,1460157.88,3.142486,-6.15696,4.14528
data/ 43097.jpg,1460191.22,3.130347,-6.15696,4.14528
data/ 43098.jpg,1460224.55,3.128128,-6.15696,4.14528
data/ 43099.jpg,1460257.88,3.119552,-6.15696,4.14528
data/ 43100.jpg,1460291.22,3.112407,-6.15696,4.14528
data/ 43101.jpg,1460324.55,3.10321,-6.15696,4.14528
data/ 43102.jpg,1460357.88,3.104268,-6.15696,4.14528
data/ 43103.jpg,1460391.22,3.10945,-6.15696,4.14528
data/ 43104.jpg,1460424.54,3.102848,-6.15696,4.14528
data/ 43105.jpg,1460457.87,3.104749,-6.15696,4.14528
data/ 43106.jpg,1460491.21,3.116183,-6.15696,4.14528
data/ 43107.jpg,1460524.54,3.110793,-6.15696,4.14528
data/ 43108.jpg,1460557.87,3.123398,-6.15696,4.14528
data/ 43109.jpg,1460591.21,3.132739,-6.15696,4.14528
data/ 43110.jpg,1460624.54,3.126029,-6.15696,4.14528
data/ 43111.jpg,1460657.87,3.119037,-6.15696,4.14528
data/ 43112.jpg,1460691.21,3.110748,-6.15696,4.14528
data/ 43113.jpg,1460724.54,3.120141,-6.15696,4.14528
data/ 43114.jpg,1460757.86,3.114434,-6.15696,4.14528
data/ 43115.jpg,1460791.2,3.111095,-6.15696,4.14528
data/ 43116.jpg,1460824.53,3.113965,-6.15696,4.14528
data/ 43117.jpg,1460857.86,3.123092,-6.15696,4.14528
data/ 43118.jpg,1460891.2,3.123406,-6.15696,4.14528
data/ 43119.jpg,1460924.53,3.109598,-6.15696,4.14528
data/ 43120.jpg,1460957.86,3.111515,-6.15696,4.14528
data/ 43121.jpg,1460991.2,3.103673,-6.15696,4.14528
data/ 43122.jpg,1461024.53,3.115092,-6.15696,4.14528
data/ 43123.jpg,1461057.86,3.115904,-6.15696,4.14528
data/ 43124.jpg,1461091.19,3.125893,-6.15696,4.14528
data/ 43125.jpg,1461124.52,3.126136,-6.15696,4.14528
data/ 43126.jpg,1461157.85,3.126434,-6.15696,4.14528
data/ 43127.jpg,1461191.19,3.127436,-6.15696,4.14528
data/ 43128.jpg,1461224.52,3.125458,-6.15696,4.14528
data/ 43129.jpg,1461257.85,3.125081,-6.15696,4.14528
data/ 43130.jpg,1461291.19,3.128394,-6.15696,4.14528
data/ 43131.jpg,1461324.52,3.127268,-6.15696,4.14528
data/ 43132.jpg,1461357.85,3.129709,-6.15696,4.14528
data/ 43133.jpg,1461391.19,3.135641,-6.15696,4.14528
data/ 43134.jpg,1461424.51,3.131997,-6.15696,4.14528
data/ 43135.jpg,1461457.84,3.137568,-6.15696,4.14528
data/ 43136.jpg,1461491.18,3.132037,-6.15696,4.14528
data/ 43137.jpg,1461524.51,3.132359,-6.15696,4.14528
data/ 43138.jpg,1461557.84,3.124946,-6.15696,4.14528
data/ 43139.jpg,1461591.18,3.118131,-6.15696,4.14528
data/ 43140.jpg,1461624.51,3.122355,-6.15696,4.14528
data/ 43141.jpg,1461657.84,3.12745,-6.15696,4.14528
data/ 43142.jpg,1461691.18,3.128007,-6.15696,4.14528
data/ 43143.jpg,1461724.51,3.133738,-6.15696,4.14528
data/ 43144.jpg,1461757.83,3.125491,-6.15696,4.14528
data/ 43145.jpg,1461791.17,3.124635,-6.15696,4.14528
data/ 43146.jpg,1461824.5,3.121765,-6.15696,4.14528
data/ 43147.jpg,1461857.83,3.107412,-6.15696,4.14528
data/ 43148.jpg,1461891.17,3.105798,-6.15696,4.14528
data/ 43149.jpg,1461924.5,3.114211,-6.15696,4.14528
data/ 43150.jpg,1461957.83,3.11915,-6.15696,4.14528
data/ 43151.jpg,1461991.17,3.118763,-6.15696,4.14528
data/ 43152.jpg,1462024.5,3.108904,-6.15696,4.14528
data/ 43153.jpg,1462057.83,3.099608,-6.15696,4.14528
data/ 43154.jpg,1462091.16,3.098012,-6.15696,4.14528
data/ 43155.jpg,1462124.49,3.102205,-6.15696,4.14528
